"zcta5","zipname","pop10","afact"
"ZIP Census Tabulation Area","zipname","Total Pop, 2010 census","zcta5 to _us_ alloc factor"
"79093","Waka, TX",69,1 
"79094","Wayside, TX",75,1 
"79095","Wellington, TX",2686,1 
"79096","Wheeler, TX",2229,1 
"79097","White Deer, TX",1150,1 
"79098","Wildorado, TX",517,1 
"79101","Amarillo, TX",2817,1 
"79102","Amarillo, TX",9963,1 
"79103","Amarillo, TX",10594,1 
"79104","Amarillo, TX",7869,1 
"79105","Amarillo, TX",6,1 
"79106","Amarillo, TX",27967,1 
"79107","Amarillo, TX",33844,1 
"79108","Amarillo, TX",17726,1 
"79109","Amarillo, TX",43516,1 
"79110","Amarillo, TX",18811,1 
"79111","Amarillo, TX",1808,1 
"79118","Amarillo, TX",19726,1 
"79119","Amarillo, TX",11539,1 
"79121","Amarillo, TX",6575,1 
"79124","Amarillo, TX",7819,1 
"79201","Childress, TX",7040,1 
"79220","Afton, TX",197,1 
"79225","Chillicothe, TX",976,1 
"79226","Clarendon, TX",3153,1 
"79227","Crowell, TX",1406,1 
"79229","Dickens, TX",424,1 
"79230","Dodson, TX",158,1 
"79231","Dougherty, TX (PO Boxes)",45,1 
"79233","Estelline, TX",180,1 
"79234","Flomot, TX",110,1 
"79235","Floydada, TX",3833,1 
"79236","Guthrie, TX",262,1 
"79237","Hedley, TX",513,1 
"79239","Lakeview, TX",211,1 
"79240","Lelia Lake, TX",60,1 
"79241","Lockney, TX",2480,1 
"79243","Mcadoo, TX",90,1 
"79244","Matador, TX",720,1 
"79245","Memphis, TX",2476,1 
"79247","Odell, TX",64,1 
"79248","Paducah, TX",1493,1 
"79250","Petersburg, TX",1508,1 
"79251","Quail, TX",45,1 
"79252","Quanah, TX",3202,1 
"79255","Quitaque, TX",571,1 
"79256","Roaring Springs, TX",319,1 
"79257","Silverton, TX",1067,1 
"79258","South Plains, TX (PO Boxes)",67,1 
"79259","Tell, TX",48,1 
"79261","Turkey, TX",527,1 
"79311","Abernathy, TX",3445,1 
"79312","Amherst, TX",971,1 
"79313","Anton, TX",1571,1 
"79314","Bledsoe, TX (PO Boxes)",56,1 
"79316","Brownfield, TX",11451,1 
"79322","Crosbyton, TX",2049,1 
"79323","Denver City, TX",6559,1 
"79324","Enochs, TX",61,1 
"79325","Farwell, TX",2319,1 
"79326","Fieldton, TX",40,1 
"79329","Idalou, TX",3300,1 
"79330","Justiceburg, TX (PO Boxes)",114,1 
"79331","Lamesa, TX",13258,1 
"79336","Levelland, TX",16972,1 
"79339","Littlefield, TX",7230,1 
"79342","Loop, TX",352,1 
"79343","Lorenzo, TX",1571,1 
"79344","Maple, TX (PO Boxes)",56,1 
"79345","Meadow, TX",920,1 
"79346","Morton, TX",2427,1 
"79347","Muleshoe, TX",7462,1 
"79350","New Deal, TX",392,1 
"79351","ODonnell, TX",1326,1 
"79353","Pep, TX",10,1 
"79355","Plains, TX",1942,1 
"79356","Post, TX",6363,1 
"79357","Ralls, TX",2303,1 
"79358","Ropesville, TX",1116,1 
"79359","Seagraves, TX",2899,1 
"79360","Seminole, TX",13574,1 
"79363","Shallowater, TX",5369,1 
"79364","Slaton, TX",8172,1 
"79366","Ransom Canyon, TX",1096,1 
"79367","Smyer, TX",645,1 
"79369","Spade, TX",88,1 
"79370","Spur, TX",1889,1 
"79371","Sudan, TX",1317,1 
"79372","Sundown, TX",1434,1 
"79373","Tahoka, TX",3307,1 
"79376","Tokio, TX",95,1 
"79377","Welch, TX",277,1 
"79378","Wellman, TX",236,1 
"79379","Whiteface, TX",666,1 
"79380","Whitharral, TX (PO Boxes)",197,1 
"79381","Wilson, TX",1263,1 
"79382","Wolfforth, TX",6291,1 
"79401","Lubbock, TX",8408,1 
"79403","Lubbock, TX",16869,1 
"79404","Lubbock, TX",11289,1 
"79406","Lubbock, TX",6025,1 
"79407","Lubbock, TX",19068,1 
"79410","Lubbock, TX",9429,1 
"79411","Lubbock, TX",7951,1 
"79412","Lubbock, TX",15650,1 
"79413","Lubbock, TX",21187,1 
"79414","Lubbock, TX",17121,1 
"79415","Lubbock, TX",17689,1 
"79416","Lubbock, TX",32296,1 
"79423","Lubbock, TX",32277,1 
"79424","Lubbock, TX",39023,1 
"79501","Anson, TX",3528,1 
"79502","Aspermont, TX",1350,1 
"79503","Avoca, TX",175,1 
"79504","Baird, TX",2787,1 
"79505","Benjamin, TX",296,1 
"79506","Blackwell, TX",730,1 
"79508","Buffalo Gap, TX",1242,1 
"79510","Clyde, TX",7982,1 
"79511","Coahoma, TX",1338,1 
"79512","Colorado City, TX",8197,1 
"79517","Fluvanna, TX",200,1 
"79518","Girard, TX",124,1 
"79519","Goldsboro, TX",74,1 
"79520","Hamlin, TX",2449,1 
"79521","Haskell, TX",3980,1 
"79525","Hawley, TX",2842,1 
"79526","Hermleigh, TX",979,1 
"79527","Ira, TX",251,1 
"79528","Jayton, TX",619,1 
"79529","Knox City, TX",1383,1 
"79530","Lawn, TX",480,1 
"79532","Loraine, TX",940,1 
"79533","Lueders, TX",472,1 
"79534","Mc Caulley, TX",181,1 
"79535","Maryneal, TX",183,1 
"79536","Merkel, TX",4988,1 
"79537","Nolan, TX",111,1 
"79538","Novice, TX",271,1 
"79539","OBrien, TX",178,1 
"79540","Old Glory, TX",89,1 
"79541","Ovalo, TX",791,1 
"79543","Roby, TX",1186,1 
"79544","Rochester, TX",512,1 
"79545","Roscoe, TX",1788,1 
"79546","Rotan, TX",2006,1 
"79547","Rule, TX",758,1 
"79548","Rule, TX",174,1 
"79549","Snyder, TX",15652,1 
"79553","Stamford, TX",3469,1 
"79556","Sweetwater, TX",12995,1 
"79560","Sylvester, TX",137,1 
"79561","Trent, TX",662,1 
"79562","Tuscola, TX",3669,1 
"79563","Tye, TX",1161,1 
"79565","Westbrook, TX",295,1 
"79566","Wingate, TX",333,1 
"79567","Winters, TX",3373,1 
"79601","Abilene, TX",25085,1 
"79602","Abilene, TX",21519,1 
"79603","Abilene, TX",24288,1 
"79605","Abilene, TX",30098,1 
"79606","Abilene, TX",22885,1 
"79607","Abilene, TX",2865,1 
"79699","Abilene, TX",321,1 
"79701","Midland, TX",27728,1 
"79703","Midland, TX",20592,1 
"79705","Midland, TX",33536,1 
"79706","Midland, TX",19571,1 
"79707","Midland, TX",32854,1 
"79713","Ackerly, TX",592,1 
"79714","Andrews, TX",14786,1 
"79718","Balmorhea, TX",721,1 
"79719","Barstow, TX",397,1 
"79720","Big Spring, TX",33640,1 
"79730","Coyanosa, TX",250,1 
"79731","Crane, TX",4193,1 
"79733","Forsan, TX",210,1 
"79734","Fort Davis, TX",2137,1 
"79735","Fort Stockton, TX",13315,1 
"79738","Gail, TX",275,1 
"79739","Garden City, TX",963,1 
"79741","Goldsmith, TX",288,1 
"79742","Grandfalls, TX",490,1 
"79743","Imperial, TX",339,1 
"79744","Iraan, TX",1362,1 
"79745","Kermit, TX",6125,1 
"79748","Knott, TX",173,1 
"79749","Lenorah, TX",255,1 
"79752","McCamey, TX",2245,1 
"79754","Mentone, TX (PO Boxes)",80,1 
"79755","Midkiff, TX",230,1 
"79756","Monahans, TX",9066,1 
"79758","Gardendale, TX",2197,1 
"79759","Notrees, TX (PO Boxes)",23,1 
"79761","Odessa, TX",30488,1 
"79762","Odessa, TX",39056,1 
"79763","Odessa, TX",34079,1 
"79764","West Odessa, TX",20725,1 
"79765","Odessa, TX",6927,1 
"79766","Odessa, TX",6115,1 
"79770","Orla, TX (PO Boxes)",33,1 
"79772","Pecos, TX",12747,1 
"79777","Pyote, TX",170,1 
"79778","Rankin, TX",878,1 
"79780","Saragosa, TX (PO Boxes)",224,1 
"79781","Sheffield, TX (PO Boxes)",303,1 
"79782","Stanton, TX",3976,1 
"79783","Tarzan, TX",201,1 
"79785","Toyah, TX",91,1 
"79788","Wickett, TX",506,1 
"79789","Wink, TX",974,1 
"79821","Anthony, TX",7142,1 
"79830","Alpine, TX",7682,1 
"79831","Alpine, TX",29,1 
"79834","Big Bend National Park, TX (PO Boxes)",200,1 
"79835","Canutillo, TX",12690,1 
"79836","Clint, TX",5772,1 
"79837","Dell City, TX",579,1 
"79838","Fabens, TX",8699,1 
"79839","Fort Hancock, TX",1938,1 
"79842","Marathon, TX",498,1 
"79843","Marfa, TX",2503,1 
"79845","Presidio, TX",5138,1 
"79846","Redford, TX",104,1 
"79847","Salt Flat, TX",167,1 
"79848","Sanderson, TX",927,1 
"79849","San Elizario, TX",13208,1 
"79851","Sierra Blanca, TX",641,1 
"79852","Terlingua, TX",799,1 
"79853","Tornillo, TX (PO Boxes)",3729,1 
"79854","Valentine, TX",213,1 
"79855","Van Horn, TX",2336,1 
"79901","El Paso, TX",11328,1 
"79902","El Paso, TX",21236,1 
"79903","El Paso, TX",18451,1 
"79904","El Paso, TX",35060,1 
"79905","El Paso, TX",26036,1 
"79906","Fort Bliss, TX",4374,1 
"79907","El Paso, TX",55132,1 
"79908","El Paso, TX",3673,1 
"79911","El Paso, TX",1565,1 
"79912","El Paso, TX",77161,1 
"79915","El Paso, TX",40057,1 
"79916","Fort Bliss, TX",2995,1 
"79920","El Paso, TX",153,1 
"79922","El Paso, TX",8935,1 
"79924","El Paso, TX",59058,1 
"79925","El Paso, TX",40641,1 
"79927","Socorro, TX",39016,1 
"79928","El Paso, TX",49544,1 
"79930","El Paso, TX",28410,1 
"79932","El Paso, TX",24986,1 
"79934","El Paso, TX",19174,1 
"79935","El Paso, TX",18042,1 
"79936","El Paso, TX",111086,1 
"79938","El Paso, TX",53520,1 
"79942","El Paso, TX",2,1 
"80002","Arvada, CO",18020,1 
"80003","Arvada, CO",35384,1 
"80004","Arvada, CO",35892,1 
"80005","Arvada, CO",25553,1 
"80007","Arvada, CO",7262,1 
"80010","Aurora, CO",39728,1 
"80011","Aurora, CO",47461,1 
"80012","Aurora, CO",46665,1 
"80013","Aurora, CO",69588,1 
"80014","Aurora, CO",36710,1 
"80015","Centennial, CO",62432,1 
"80016","Aurora, CO",41219,1 
"80017","Aurora, CO",34270,1 
"80018","Aurora, CO",9206,1 
"80019","Aurora, CO",1690,1 
"80020","Broomfield, CO",46871,1 
"80021","Westminster, CO",30051,1 
"80022","Commerce City, CO",42699,1 
"80023","Broomfield, CO",15415,1 
"80024","Derby, CO",228,1 
"80025","Eldorado Springs, CO",253,1 
"80026","Lafayette, CO",26378,1 
"80027","Louisville, CO",31034,1 
"80030","Westminster, CO",15329,1 
"80031","Westminster, CO",33932,1 
"80033","Wheat Ridge, CO",23969,1 
"80045","Aurora, CO",277,1 
"80101","Agate, CO",392,1 
"80102","Bennett, CO",5514,1 
"80103","Byers, CO",2458,1 
"80104","Castle Rock, CO",27588,1 
"80105","Deer Trail, CO",1171,1 
"80106","Elbert, CO",4232,1 
"80107","Elizabeth, CO",12042,1 
"80108","Castle Pines North, CO",22612,1 
"80109","Castle Rock, CO",17219,1 
"80110","Englewood, CO",20867,1 
"80111","Cherry Creek, CO",28948,1 
"80112","Centennial, CO",29217,1 
"80113","Englewood, CO",20562,1 
"80116","Franktown, CO",3942,1 
"80117","Kiowa, CO",2587,1 
"80118","Larkspur, CO",5308,1 
"80120","Littleton, CO",28435,1 
"80121","Centennial, CO",17853,1 
"80122","Centennial, CO",29783,1 
"80123","Denver, CO",44795,1 
"80124","Lone Tree, CO",18020,1 
"80125","Roxborough Park, CO",10190,1 
"80126","Highlands Ranch, CO",39698,1 
"80127","Dakota Ridge, CO",42597,1 
"80128","Ken Caryl, CO",34988,1 
"80129","Highlands Ranch, CO",27007,1 
"80130","Highlands Ranch, CO",27054,1 
"80131","Louviers, CO",243,1 
"80132","Woodmoor, CO",19637,1 
"80133","Palmer Lake, CO",2042,1 
"80134","Parker, CO",55075,1 
"80135","Sedalia, CO",3833,1 
"80136","Strasburg, CO",4834,1 
"80137","Watkins, CO",1323,1 
"80138","Parker, CO",29786,1 
"80202","Denver, CO",10148,1 
"80203","Denver, CO",18839,1 
"80204","Denver, CO",31493,1 
"80205","Denver, CO",29221,1 
"80206","Denver, CO",21521,1 
"80207","Denver, CO",21216,1 
"80209","Denver, CO",21526,1 
"80210","Denver, CO",33946,1 
"80211","Denver, CO",31583,1 
"80212","Denver, CO",18051,1 
"80214","Lakewood, CO",24821,1 
"80215","Lakewood, CO",17843,1 
"80216","Denver, CO",10924,1 
"80218","Denver, CO",17928,1 
"80219","Denver, CO",61296,1 
"80220","Denver, CO",33529,1 
"80221","Sherrelwood, CO",37779,1 
"80222","Denver, CO",20073,1 
"80223","Denver, CO",17987,1 
"80224","Denver, CO",17256,1 
"80226","Lakewood, CO",30930,1 
"80227","Lakewood, CO",33667,1 
"80228","Lakewood, CO",30138,1 
"80229","Thornton, CO",49598,1 
"80230","Denver, CO",7559,1 
"80231","Denver, CO",32127,1 
"80232","Lakewood, CO",21411,1 
"80233","Northglenn, CO",45386,1 
"80234","Westminster, CO",25937,1 
"80235","Denver, CO",7571,1 
"80236","Denver, CO",16123,1 
"80237","Denver, CO",17569,1 
"80238","Denver, CO",10058,1 
"80239","Denver, CO",40512,1 
"80241","Thornton, CO",31746,1 
"80246","Denver, CO",12875,1 
"80247","Denver, CO",25449,1 
"80249","Denver, CO",23404,1 
"80260","Thornton, CO",31412,1 
"80301","Boulder, CO",22555,1 
"80302","Boulder, CO",26941,1 
"80303","Boulder, CO",22361,1 
"80304","Boulder, CO",25623,1 
"80305","Boulder, CO",16874,1 
"80310","Boulder, CO",6578,1 
"80401","Golden, CO",39378,1 
"80403","Fairmount, CO",18211,1 
"80420","Alma, CO (PO Boxes)",933,1 
"80421","Bailey, CO",8042,1 
"80422","Black Hawk, CO (PO Boxes)",4326,1 
"80423","Bond, CO",169,1 
"80424","Breckenridge, CO",9627,1 
"80425","Buffalo Creek, CO",184,1 
"80426","Burns, CO (PO Boxes)",104,1 
"80427","Central City, CO",822,1 
"80428","Clark, CO",706,1 
"80432","Como, CO",439,1 
"80433","Conifer, CO",8354,1 
"80434","Cowdrey, CO (PO Boxes)",43,1 
"80435","Dillon, CO",7278,1 
"80436","Downieville-Lawson-Dumont, CO",565,1 
"80438","Empire, CO",486,1 
"80439","Evergreen, CO",23778,1 
"80440","Fairplay, CO",2422,1 
"80442","Fraser, CO",2309,1 
"80443","Frisco, CO",3676,1 
"80444","Georgetown, CO",1080,1 
"80446","Granby, CO",3715,1 
"80447","Grand Lake, CO",1964,1 
"80448","Grant, CO (PO Boxes)",193,1 
"80449","Hartsel, CO",909,1 
"80451","Hot Sulphur Springs, CO",753,1 
"80452","Idaho Springs, CO",3097,1 
"80453","Idledale, CO",197,1 
"80454","Indian Hills, CO",1224,1 
"80455","Jamestown, CO",497,1 
"80456","Jefferson, CO",620,1 
"80457","Kittredge, CO",612,1 
"80459","Kremmling, CO",2450,1 
"80461","Leadville, CO",7090,1 
"80463","Mc Coy, CO",136,1 
"80465","Dakota Ridge, CO",15147,1 
"80466","Nederland, CO",3338,1 
"80467","Oak Creek, CO",2224,1 
"80468","Parshall, CO",391,1 
"80469","Phippsburg, CO",337,1 
"80470","Pine, CO",3287,1 
"80471","Pinecliffe, CO (PO Boxes)",23,1 
"80473","Rand, CO (PO Boxes)",51,1 
"80475","Shawnee, CO (PO Boxes)",57,1 
"80476","Silver Plume, CO",194,1 
"80477","Steamboat Springs, CO",155,1 
"80478","Tabernash, CO (PO Boxes)",1606,1 
"80479","Toponas, CO (PO Boxes)",48,1 
"80480","Walden, CO",1300,1 
"80481","Bark Ranch, CO",572,1 
"80482","Winter Park, CO",1630,1 
"80483","Yampa, CO",585,1 
"80487","Steamboat Springs, CO",16745,1 
"80488","Steamboat Springs, CO",157,1 
"80497","Silverthorne, CO",411,1 
"80498","Silverthorne, CO",7002,1 
"80501","Longmont, CO",39521,1 
"80503","Longmont, CO",31064,1 
"80504","Longmont, CO",46876,1 
"80510","Allenspark, CO",420,1 
"80511","Estes Park, CO",76,1 
"80512","Bellvue, CO",2185,1 
"80513","Berthoud, CO",10296,1 
"80514","Dacono, CO",4106,1 
"80515","Drake, CO",1010,1 
"80516","Erie, CO",20254,1 
"80517","Estes Park, CO",9313,1 
"80520","Firestone, CO",1498,1 
"80521","Fort Collins, CO",33409,1 
"80524","Fort Collins, CO",31668,1 
"80525","Fort Collins, CO",48419,1 
"80526","Fort Collins, CO",44183,1 
"80528","Fort Collins, CO",17946,1 
"80530","Frederick, CO",3790,1 
"80532","Glen Haven, CO (PO Boxes)",165,1 
"80534","Johnstown, CO",11301,1 
"80535","Laporte, CO",2636,1 
"80536","Livermore, CO",1759,1 
"80537","Loveland, CO",38821,1 
"80538","Loveland, CO",43930,1 
"80540","Lyons, CO",4461,1 
"80542","Mead, CO",3631,1 
"80543","Milliken, CO",5887,1 
"80544","Niwot, CO",111,1 
"80545","Red Feather Lakes, CO",851,1 
"80546","Severance, CO",149,1 
"80547","Timnath, CO",624,1 
"80549","Wellington, CO",8642,1 
"80550","Windsor, CO",20675,1 
"80601","Brighton, CO",33833,1 
"80602","Thornton, CO",27665,1 
"80603","Brighton, CO",11973,1 
"80610","Ault, CO",2791,1 
"80611","Briggsdale, CO",659,1 
"80612","Carr, CO",430,1 
"80615","Eaton, CO",7482,1 
"80620","Evans, CO",17775,1 
"80621","Fort Lupton, CO",12079,1 
"80622","Galeton, CO",268,1 
"80623","Gilcrest, CO",1028,1 
"80624","Gill, CO",946,1 
"80631","Greeley, CO",48603,1 
"80634","Greeley, CO",52861,1 
"80640","Commerce City, CO",11054,1 
"80642","Hudson, CO",4309,1 
"80643","Keenesburg, CO",3011,1 
"80644","Kersey, CO",2989,1 
"80645","La Salle, CO",3905,1 
"80648","Nunn, CO",1001,1 
"80649","Orchard, CO",299,1 
"80650","Pierce, CO",1432,1 
"80651","Platteville, CO",4176,1 
"80652","Roggen, CO",574,1 
"80653","Weldona, CO",791,1 
"80654","Wiggins, CO",2359,1 
"80701","Fort Morgan, CO",16042,1 
"80705","Log Lane Village, CO",884,1 
"80720","Akron, CO",2558,1 
"80721","Amherst, CO",154,1 
"80722","Atwood, CO",349,1 
"80723","Brush, CO",7179,1 
"80726","Crook, CO",381,1 
"80727","Eckley, CO",425,1 
"80728","Fleming, CO",878,1 
"80729","Grover, CO",540,1 
"80731","Haxtun, CO",1494,1 
"80733","Hillrose, CO",529,1 
"80734","Holyoke, CO",3045,1 
"80735","Idalia, CO",405,1 
"80736","Iliff, CO",648,1 
"80737","Julesburg, CO",1537,1 
"80740","Lindon, CO",108,1 
"80741","Merino, CO",935,1 
"80742","New Raymer, CO",225,1 
"80743","Otis, CO",1074,1 
"80744","Ovid, CO",488,1 
"80745","Padroni, CO",156,1 
"80746","Paoli, CO",29,1 
"80747","Peetz, CO",462,1 
"80749","Sedgwick, CO",341,1 
"80750","Snyder, CO",412,1 
"80751","Sterling, CO",18857,1 
"80754","Stoneham, CO",164,1 
"80755","Vernon, CO",163,1 
"80757","Woodrow, CO",255,1 
"80758","Wray, CO",3795,1 
"80759","Yuma, CO",4698,1 
"80801","Anton, CO",154,1 
"80802","Arapahoe, CO",238,1 
"80804","Arriba, CO",327,1 
"80805","Bethune, CO",453,1 
"80807","Burlington, CO",5304,1 
"80808","Calhan, CO",6351,1 
"80809","Cascade-Chipita Park, CO",1519,1 
"80810","Cheyenne Wells, CO",1127,1 
"80812","Cope, CO",275,1 
"80813","Cripple Creek, CO",2055,1 
"80814","Divide, CO",4023,1 
"80815","Flagler, CO",911,1 
"80816","Florissant, CO",5180,1 
"80817","Fountain, CO",27311,1 
"80818","Genoa, CO",343,1 
"80819","Green Mountain Falls, CO",921,1 
"80820","Guffey, CO",806,1 
"80821","Hugo, CO",1093,1 
"80822","Joes, CO",260,1 
"80823","Karval, CO",203,1 
"80824","Kirk, CO",207,1 
"80825","Kit Carson, CO",422,1 
"80827","Lake George, CO",549,1 
"80828","Limon, CO",3341,1 
"80829","Manitou Springs, CO",5476,1 
"80830","Matheson, CO",254,1 
"80831","Peyton, CO",21993,1 
"80832","Ramah, CO",666,1 
"80833","Rush, CO",754,1 
"80834","Seibert, CO",318,1 
"80835","Simla, CO",911,1 
"80836","Stratton, CO",1157,1 
"80840","Air Force Academy, CO",6682,1 
"80860","Victor, CO",594,1 
"80861","Vona, CO",255,1 
"80862","Wild Horse, CO (PO Boxes)",31,1 
"80863","Woodland Park, CO",11754,1 
"80864","Yoder, CO",1325,1 
"80902","Fort Carson, CO",12289,1 
"80903","Colorado Springs, CO",15057,1 
"80904","Colorado Springs, CO",19867,1 
"80905","Colorado Springs, CO",16254,1 
"80906","Colorado Springs, CO",37719,1 
"80907","Colorado Springs, CO",26758,1 
"80908","Black Forest, CO",13827,1 
"80909","Colorado Springs, CO",35739,1 
"80910","Colorado Springs, CO",28794,1 
"80911","Security-Widefield, CO",30596,1 
"80913","Fort Carson, CO",2988,1 
"80914","Colorado Springs, CO",386,1 
"80915","Cimarron Hills, CO",19519,1 
"80916","Colorado Springs, CO",34640,1 
"80917","Colorado Springs, CO",29273,1 
"80918","Colorado Springs, CO",45467,1 
"80919","Colorado Springs, CO",27398,1 
"80920","Colorado Springs, CO",38569,1 
"80921","Colorado Springs, CO",18999,1 
"80922","Colorado Springs, CO",26549,1 
"80923","Colorado Springs, CO",26105,1 
"80924","Colorado Springs, CO",4534,1 
"80925","Colorado Springs, CO",5906,1 
"80926","Colorado Springs, CO",1403,1 
"80927","Colorado Springs, CO",604,1 
"80928","Colorado Springs, CO",1202,1 
"80929","Colorado Springs, CO",231,1 
"80930","Colorado Springs, CO",821,1 
"80938","Colorado Springs, CO",17,1 
"80951","Colorado Springs, CO",4202,1 
"81001","Pueblo, CO",30498,1 
"81003","Pueblo, CO",14939,1 
"81004","Pueblo, CO",25540,1 
"81005","Pueblo, CO",29975,1 
"81006","Pueblo, CO",11513,1 
"81007","Pueblo West, CO",29709,1 
"81008","Pueblo, CO",9641,1 
"81019","Colorado City, CO",1690,1 
"81020","Aguilar, CO",954,1 
"81021","Arlington, CO",14,1 
"81022","Avondale, CO",1560,1 
"81023","Beulah, CO",1236,1 
"81024","Boncarbo, CO (PO Boxes)",134,1 
"81025","Boone, CO",1071,1 
"81027","Branson, CO",125,1 
"81029","Campo, CO",326,1 
"81030","Cheraw, CO",193,1 
"81033","Crowley, CO",155,1 
"81036","Eads, CO",962,1 
"81038","Fort Lyon, CO (PO Boxes)",486,1 
"81039","Fowler, CO",1856,1 
"81040","Gardner, CO",536,1 
"81041","Granada, CO",760,1 
"81043","Hartman, CO",61,1 
"81044","Hasty, CO",224,1 
"81045","Haswell, CO",88,1 
"81047","Holly, CO",1559,1 
"81049","Kim, CO",289,1 
"81050","La Junta, CO",9894,1 
"81052","Lamar, CO",9534,1 
"81054","Las Animas, CO",5134,1 
"81055","La Veta, CO",1339,1 
"81057","Mc Clave, CO",418,1 
"81058","Manzanola, CO",990,1 
"81059","Model, CO",651,1 
"81062","Olney Springs, CO",2439,1 
"81063","Ordway, CO",2726,1 
"81064","Pritchett, CO",282,1 
"81067","Rocky Ford, CO",5670,1 
"81069","Rye, CO",1888,1 
"81071","Sheridan Lake, CO",334,1 
"81073","Springfield, CO",1932,1 
"81076","Sugar City, CO",418,1 
"81077","Swink, CO",532,1 
"81081","Trinchera, CO",70,1 
"81082","Trinidad, CO",12480,1 
"81084","Two Buttes, CO",137,1 
"81087","Vilas, CO",145,1 
"81089","Walsenburg, CO",4602,1 
"81090","Walsh, CO",981,1 
"81091","Weston, CO",812,1 
"81092","Wiley, CO",865,1 
"81101","Alamosa, CO",14675,1 
"81120","Antonito, CO",2267,1 
"81121","Arboles, CO",270,1 
"81122","Bayfield, CO",8228,1 
"81123","Blanca, CO",805,1 
"81124","Capulin, CO",303,1 
"81125","Center, CO",3447,1 
"81126","Chama, CO (PO Boxes)",276,1 
"81128","Chromo, CO (PO Boxes)",115,1 
"81129","Conejos, CO (PO Boxes)",156,1 
"81130","Creede, CO",671,1 
"81131","Crestone, CO (PO Boxes)",1189,1 
"81132","Del Norte, CO",3231,1 
"81133","Fort Garland, CO",840,1 
"81136","Hooper, CO",261,1 
"81137","Ignacio, CO",5225,1 
"81138","Jaroso, CO (PO Boxes)",56,1 
"81140","La Jara, CO",2341,1 
"81141","Manassa, CO",1318,1 
"81143","Moffat, CO",672,1 
"81144","Monte Vista, CO",7344,1 
"81146","Mosca, CO",531,1 
"81147","Pagosa Springs, CO",11446,1 
"81148","Romeo, CO",404,1 
"81149","Saguache, CO",838,1 
"81151","Sanford, CO",1470,1 
"81152","San Luis, CO",1434,1 
"81154","South Fork, CO",1148,1 
"81155","Villa Grove, CO",225,1 
"81201","Salida, CO",8645,1 
"81210","Almont, CO",275,1 
"81211","Buena Vista, CO",7623,1 
"81212","Cañon City, CO",29742,1 
"81220","Cimarron, CO",141,1 
"81221","Coal Creek, CO",310,1 
"81222","Coaldale, CO",263,1 
"81223","Cotopaxi, CO",1639,1 
"81224","Crested Butte, CO",3446,1 
"81225","Mount Crested Butte, CO",952,1 
"81226","Florence, CO",9066,1 
"81227","Monarch, CO",10,1 
"81230","Gunnison, CO",9075,1 
"81231","Gunnison, CO",715,1 
"81232","Hillside, CO",23,1 
"81233","Howard, CO",823,1 
"81235","Lake City, CO",802,1 
"81236","Nathrop, CO",1017,1 
"81237","Ohio City, CO",82,1 
"81239","Parlin, CO",79,1 
"81240","Penrose, CO",4323,1 
"81241","Pitkin, CO",78,1 
"81242","Poncha Springs, CO",606,1 
"81243","Powderhorn, CO",93,1 
"81244","Rockvale, CO",398,1 
"81248","Sargents, CO (PO Boxes)",48,1 
"81251","Twin Lakes, CO",220,1 
"81252","Westcliffe, CO",3830,1 
"81253","Wetmore, CO",410,1 
"81301","Durango, CO",28308,1 
"81303","Durango, CO",7743,1 
"81320","Cahone, CO",388,1 
"81321","Cortez, CO",14459,1 
"81323","Dolores, CO",4409,1 
"81324","Dove Creek, CO",1387,1 
"81325","Egnar, CO",121,1 
"81326","Hesperus, CO",2193,1 
"81327","Lewis, CO",639,1 
"81328","Mancos, CO",4069,1 
"81330","Mesa Verde National Park, CO (PO Boxes)",26,1 
"81331","Pleasant View, CO",476,1 
"81332","Rico, CO",282,1 
"81334","Towaoc, CO",1493,1 
"81335","Yellow Jacket, CO",131,1 
"81401","Montrose, CO",22437,1 
"81403","Montrose, CO",10534,1 
"81410","Orchard City, CO",1655,1 
"81411","Bedrock, CO",55,1 
"81413","Cedaredge, CO",5243,1 
"81415","Crawford, CO",1612,1 
"81416","Delta, CO",13874,1 
"81418","Orchard City, CO",1714,1 
"81419","Hotchkiss, CO",3883,1 
"81422","Naturita, CO",692,1 
"81423","Norwood, CO (PO Boxes)",1480,1 
"81424","Nucla, CO",1239,1 
"81425","Olathe, CO",5424,1 
"81426","Ophir, CO",181,1 
"81427","Ouray, CO",1124,1 
"81428","Paonia, CO",3701,1 
"81429","Paradox, CO (PO Boxes)",181,1 
"81430","Placerville, CO (PO Boxes)",727,1 
"81431","Redvale, CO",460,1 
"81432","Ridgway, CO",2682,1 
"81433","Silverton, CO",659,1 
"81434","Somerset, CO",158,1 
"81435","Telluride, CO",4965,1 
"81501","Grand Junction, CO",23465,1 
"81503","Grand Junction, CO",15250,1 
"81504","Clifton, CO",28481,1 
"81505","Grand Junction, CO",9779,1 
"81506","Grand Junction, CO",10961,1 
"81507","Redlands, CO",15081,1 
"81520","Clifton, CO",13447,1 
"81521","Fruita, CO",15397,1 
"81522","Gateway, CO",139,1 
"81523","Glade Park, CO",763,1 
"81524","Loma, CO",2300,1 
"81525","Mack, CO",871,1 
"81526","Palisade, CO",5321,1 
"81527","Whitewater, CO",2073,1 
"81601","Glenwood Springs, CO",15442,1 
"81610","Dinosaur, CO",446,1 
"81611","Aspen, CO",9921,1 
"81612","Aspen, CO",20,1 
