"zcta5","zipname","pop10","afact"
"ZIP Census Tabulation Area","zipname","Total Pop, 2010 census","zcta5 to _us_ alloc factor"
"45344","New Carlisle, OH",16955,1 
"45345","New Lebanon, OH",6144,1 
"45346","New Madison, OH",2293,1 
"45347","New Paris, OH",4324,1 
"45348","New Weston, OH",994,1 
"45349","North Hampton, OH",427,1 
"45350","North Star, OH",106,1 
"45351","Osgood, OH",274,1 
"45352","Palestine, OH",208,1 
"45353","Pemberton, OH (PO Boxes)",196,1 
"45354","Phillipsburg, OH",642,1 
"45356","Piqua, OH",25172,1 
"45358","Pitsburg, OH",356,1 
"45359","Pleasant Hill, OH",1970,1 
"45360","Port Jefferson, OH",335,1 
"45361","Potsdam, OH",288,1 
"45362","Rossburg, OH",1076,1 
"45363","Russia, OH",1770,1 
"45365","Sidney, OH",30561,1 
"45368","South Charleston, OH",4727,1 
"45369","South Vienna, OH",3545,1 
"45370","Spring Valley, OH",2452,1 
"45371","Tipp City, OH",18333,1 
"45372","Tremont City, OH",375,1 
"45373","Troy, OH",35131,1 
"45377","Vandalia, OH",15215,1 
"45378","Verona, OH",407,1 
"45380","Versailles, OH",5477,1 
"45381","West Alexandria, OH",5509,1 
"45382","West Manchester, OH",1269,1 
"45383","West Milton, OH",7037,1 
"45384","Wilberforce, OH",2001,1 
"45385","Xenia, OH",37247,1 
"45387","Yellow Springs, OH",5169,1 
"45388","Yorkshire, OH",812,1 
"45389","Christiansburg, OH",521,1 
"45390","Union City, OH",3461,1 
"45402","Dayton, OH",11420,1 
"45403","Dayton, OH",15006,1 
"45404","Dayton, OH",10833,1 
"45405","Dayton, OH",18948,1 
"45406","Dayton, OH",21914,1 
"45409","Dayton, OH",12868,1 
"45410","Dayton, OH",15339,1 
"45414","Dayton, OH",21055,1 
"45415","Clayton, OH",12631,1 
"45416","Trotwood, OH",5740,1 
"45417","Dayton, OH",31281,1 
"45418","Moraine, OH",1351,1 
"45419","Oakwood, OH",15159,1 
"45420","Dayton, OH",25438,1 
"45424","Huber Heights, OH",49930,1 
"45426","Trotwood, OH",15239,1 
"45428","Dayton, OH",240,1 
"45429","Kettering, OH",25885,1 
"45430","Beavercreek, OH",7402,1 
"45431","Beavercreek, OH",26315,1 
"45432","Beavercreek, OH",15288,1 
"45433","Wright-Patterson AFB, OH",2011,1 
"45434","Beavercreek, OH",12163,1 
"45439","Moraine, OH",10000,1 
"45440","Kettering, OH",20734,1 
"45449","West Carrollton, OH",18175,1 
"45458","Dayton, OH",29880,1 
"45459","Dayton, OH",27749,1 
"45502","Springfield, OH",16110,1 
"45503","Springfield, OH",32999,1 
"45504","Springfield, OH",18465,1 
"45505","Springfield, OH",20197,1 
"45506","Springfield, OH",14055,1 
"45601","Chillicothe, OH",57842,1 
"45612","Bainbridge, OH",5303,1 
"45613","Beaver, OH",3597,1 
"45614","Bidwell, OH",5080,1 
"45616","Blue Creek, OH",1559,1 
"45617","Bourneville, OH (PO Boxes)",71,1 
"45618","Cherry Fork, OH",30,1 
"45619","Chesapeake, OH",8200,1 
"45620","Cheshire, OH",917,1 
"45621","Coalton, OH",313,1 
"45622","Creola, OH",321,1 
"45623","Crown City, OH",3494,1 
"45624","Cynthiana, OH",31,1 
"45628","Frankfort, OH",5211,1 
"45629","Franklin Furnace, OH",3438,1 
"45630","Friendship, OH",118,1 
"45631","Gallipolis, OH",15048,1 
"45634","Hamden, OH",2112,1 
"45636","Franklin Furnace, OH",148,1 
"45638","Ironton, OH",21635,1 
"45640","Jackson, OH",15960,1 
"45642","Jasper, OH (PO Boxes)",33,1 
"45644","Kingston, OH",4249,1 
"45645","Kitts Hill, OH",3036,1 
"45646","Latham, OH",370,1 
"45647","Londonderry, OH",2484,1 
"45648","Lucasville, OH",13372,1 
"45650","Lynx, OH (PO Boxes)",435,1 
"45651","Mc Arthur, OH",6047,1 
"45652","Mc Dermott, OH",3519,1 
"45653","Minford, OH",4179,1 
"45654","New Plymouth, OH",917,1 
"45656","Oak Hill, OH",6639,1 
"45657","Otway, OH",2744,1 
"45658","Patriot, OH",2787,1 
"45659","Pedro, OH",2973,1 
"45660","Peebles, OH",8297,1 
"45661","Piketon, OH",7657,1 
"45662","Portsmouth, OH",30219,1 
"45663","West Portsmouth, OH",6762,1 
"45669","Proctorville, OH",10399,1 
"45671","Rarden, OH",457,1 
"45672","Ray, OH",1749,1 
"45673","Richmond Dale, OH",385,1 
"45674","Rio Grande, OH",584,1 
"45678","Scottown, OH",1101,1 
"45679","Seaman, OH",2812,1 
"45680","South Point, OH",13074,1 
"45681","South Salem, OH",1689,1 
"45682","South Webster, OH",2420,1 
"45684","Stout, OH",1804,1 
"45685","Thurman, OH",1251,1 
"45686","Vinton, OH",3397,1 
"45688","Waterloo, OH",475,1 
"45690","Waverly, OH",14412,1 
"45692","Wellston, OH",8773,1 
"45693","West Union, OH",8981,1 
"45694","Wheelersburg, OH",12147,1 
"45695","Wilkesville, OH",674,1 
"45696","Willow Wood, OH",1438,1 
"45697","Winchester, OH",4894,1 
"45698","Zaleski, OH",341,1 
"45701","Athens, OH",34122,1 
"45710","Albany, OH",5541,1 
"45711","Amesville, OH",1115,1 
"45714","Belpre, OH",9951,1 
"45715","Beverly, OH",2630,1 
"45716","Buchtel, OH",469,1 
"45719","Chauncey, OH",1046,1 
"45721","Coal Run, OH",29,1 
"45723","Coolville, OH",3740,1 
"45724","Cutler, OH",1744,1 
"45727","Dexter City, OH",516,1 
"45729","Fleming, OH",1289,1 
"45732","Glouster, OH",4776,1 
"45734","Graysville, OH",549,1 
"45735","Guysville, OH",1730,1 
"45740","Jacksonville, OH",494,1 
"45741","Langsville, OH",918,1 
"45742","Little Hocking, OH",3014,1 
"45743","Long Bottom, OH",1449,1 
"45744","Lowell, OH",2728,1 
"45745","Lower Salem, OH",1140,1 
"45746","Macksburg, OH",433,1 
"45750","Marietta, OH",27785,1 
"45760","Middleport, OH",3892,1 
"45761","Millfield, OH",1745,1 
"45764","Nelsonville, OH",9431,1 
"45766","New Marshfield, OH",1382,1 
"45767","New Matamoras, OH",2800,1 
"45768","Newport, OH",1703,1 
"45769","Pomeroy, OH",6642,1 
"45770","Portland, OH",620,1 
"45771","Racine, OH",3432,1 
"45772","Reedsville, OH",2149,1 
"45773","Reno, OH",83,1 
"45775","Rutland, OH",1259,1 
"45776","Shade, OH",765,1 
"45778","Stewart, OH",824,1 
"45779","Syracuse, OH",755,1 
"45780","The Plains, OH",3254,1 
"45782","Trimble, OH",343,1 
"45784","Vincent, OH",3386,1 
"45786","Waterford, OH",3253,1 
"45787","Watertown, OH",29,1 
"45788","Whipple, OH",1129,1 
"45789","Wingett Run, OH",177,1 
"45801","Lima, OH",25303,1 
"45804","Lima, OH",15758,1 
"45805","Lima, OH",22514,1 
"45806","Lima, OH",11158,1 
"45807","Lima, OH",12221,1 
"45808","Beaverdam, OH",349,1 
"45809","Gomer, OH",157,1 
"45810","Ada, OH",8460,1 
"45812","Alger, OH",1943,1 
"45813","Antwerp, OH",3530,1 
"45814","Arlington, OH",2620,1 
"45816","Benton Ridge, OH",291,1 
"45817","Bluffton, OH",6736,1 
"45819","Buckland, OH",233,1 
"45820","Cairo, OH",543,1 
"45821","Cecil, OH",1435,1 
"45822","Celina, OH",18943,1 
"45826","Chickasaw, OH",306,1 
"45827","Cloverdale, OH",2369,1 
"45828","Coldwater, OH",6125,1 
"45830","Columbus Grove, OH",6228,1 
"45831","Continental, OH",3181,1 
"45832","Convoy, OH",2905,1 
"45833","Delphos, OH",10667,1 
"45835","Dola, OH",490,1 
"45836","Dunkirk, OH",1479,1 
"45838","Elgin, OH",50,1 
"45840","Findlay, OH",54979,1 
"45841","Jenera, OH",929,1 
"45843","Forest, OH",3701,1 
"45844","Fort Jennings, OH",3256,1 
"45845","Fort Loramie, OH",3178,1 
"45846","Fort Recovery, OH",4437,1 
"45849","Grover Hill, OH",1219,1 
"45850","Harrod, OH",3653,1 
"45851","Haviland, OH",669,1 
"45853","Kalida, OH",1439,1 
"45854","Lafayette, OH",498,1 
"45855","Latty, OH",193,1 
"45856","Leipsic, OH",5194,1 
"45858","McComb, OH",3083,1 
"45859","McGuffey, OH",495,1 
"45860","Maria Stein, OH",2274,1 
"45861","Melrose, OH",296,1 
"45862","Mendon, OH",1507,1 
"45863","Middle Point, OH",1254,1 
"45864","Miller City, OH",163,1 
"45865","Minster, OH",4745,1 
"45866","Montezuma, OH",186,1 
"45867","Mount Blanchard, OH",1189,1 
"45868","Mount Cory, OH",567,1 
"45869","New Bremen, OH",4534,1 
"45870","New Hampshire, OH",156,1 
"45871","New Knoxville, OH",1955,1 
"45872","North Baltimore, OH",4240,1 
"45873","Oakwood, OH",2238,1 
"45874","Ohio City, OH",2100,1 
"45875","Ottawa, OH",10989,1 
"45876","Ottoville, OH",863,1 
"45877","Pandora, OH",2139,1 
"45879","Paulding, OH",6284,1 
"45880","Payne, OH",2395,1 
"45881","Rawson, OH",1461,1 
"45882","Rockford, OH",3004,1 
"45883","St. Henry, OH",3883,1 
"45884","St Johns, OH",145,1 
"45885","St. Marys, OH",12661,1 
"45886","Scott, OH",551,1 
"45887","Spencerville, OH",4755,1 
"45888","Uniopolis, OH",220,1 
"45889","Van Buren, OH",1351,1 
"45890","Vanlue, OH",671,1 
"45891","Van Wert, OH",15275,1 
"45894","Venedocia, OH",605,1 
"45895","Wapakoneta, OH",17945,1 
"45896","Waynesfield, OH",2089,1 
"45897","Williamstown, OH (PO Boxes)",101,1 
"45898","Willshire, OH",1314,1 
"45899","Wren, OH",194,1 
"46001","Alexandria, IN",10459,1 
"46011","Anderson, IN",16770,1 
"46012","Anderson, IN",19414,1 
"46013","Anderson, IN",17876,1 
"46016","Anderson, IN",19225,1 
"46017","Anderson, IN",6025,1 
"46030","Arcadia, IN",3308,1 
"46031","Atlanta, IN",2161,1 
"46032","Carmel, IN",42234,1 
"46033","Carmel, IN",34889,1 
"46034","Cicero, IN",6730,1 
"46035","Colfax, IN",1113,1 
"46036","Elwood, IN",11663,1 
"46037","Fishers, IN",35891,1 
"46038","Fishers, IN",37723,1 
"46039","Forest, IN",745,1 
"46040","Fortville, IN",9944,1 
"46041","Frankfort, IN",23891,1 
"46044","Frankton, IN",2965,1 
"46045","Goldsmith, IN (PO Boxes)",93,1 
"46047","Hobbs, IN (PO Boxes)",43,1 
"46048","Ingalls, IN",2406,1 
"46049","Kempton, IN",850,1 
"46050","Kirklin, IN",1706,1 
"46051","Lapel, IN",2826,1 
"46052","Lebanon, IN",22060,1 
"46055","McCordsville, IN",10193,1 
"46056","Markleville, IN",2246,1 
"46057","Michigantown, IN",1179,1 
"46058","Mulberry, IN",2149,1 
"46060","Noblesville, IN",34708,1 
"46062","Noblesville, IN",29730,1 
"46063","Orestes, IN",401,1 
"46064","Pendleton, IN",17148,1 
"46065","Rossville, IN",3669,1 
"46068","Sharpsville, IN",2850,1 
"46069","Sheridan, IN",6664,1 
"46070","Summitville, IN",2351,1 
"46071","Thorntown, IN",3417,1 
"46072","Tipton, IN",9324,1 
"46074","Westfield, IN",26745,1 
"46075","Whitestown, IN",2913,1 
"46076","Windfall, IN",1696,1 
"46077","Zionsville, IN",24512,1 
"46103","Amo, IN",159,1 
"46104","Arlington, IN",970,1 
"46105","Bainbridge, IN",1928,1 
"46106","Bargersville, IN",5928,1 
"46107","Beech Grove, IN",12774,1 
"46110","Boggstown, IN",500,1 
"46111","Brooklyn, IN",322,1 
"46112","Brownsburg, IN",33662,1 
"46113","Camby, IN",14063,1 
"46115","Carthage, IN",1933,1 
"46117","Charlottesville, IN",671,1 
"46118","Clayton, IN",5015,1 
"46120","Cloverdale, IN",5954,1 
"46121","Heritage Lake, IN",5276,1 
"46122","Danville, IN",14671,1 
"46123","Avon, IN",31754,1 
"46124","Edinburgh, IN",8127,1 
"46125","Eminence, IN (PO Boxes)",51,1 
"46126","Fairland, IN",4668,1 
"46127","Falmouth, IN",416,1 
"46128","Fillmore, IN",1949,1 
"46130","Fountaintown, IN",2508,1 
"46131","Franklin, IN",31036,1 
"46133","Glenwood, IN",816,1 
"46135","Greencastle, IN",20992,1 
"46140","Greenfield, IN",38543,1 
"46142","Greenwood, IN",30413,1 
"46143","Greenwood, IN",48555,1 
"46144","Gwynneville, IN (PO Boxes)",211,1 
"46146","Homer, IN (PO Boxes)",117,1 
"46147","Jamestown, IN",3264,1 
"46148","Knightstown, IN",5097,1 
"46149","Lizton, IN",1890,1 
"46150","Manilla, IN",764,1 
"46151","Martinsville, IN",30921,1 
"46155","Mays, IN (PO Boxes)",103,1 
"46156","Milroy, IN",1470,1 
"46157","Monrovia, IN",3639,1 
"46158","Mooresville, IN",23053,1 
"46160","Morgantown, IN",6421,1 
"46161","Morristown, IN",2655,1 
"46162","Needham, IN",458,1 
"46163","New Palestine, IN",11963,1 
"46164","Nineveh, IN",3957,1 
"46165","North Salem, IN",1498,1 
"46166","Paragon, IN",2306,1 
"46167","Pittsboro, IN",6336,1 
"46168","Plainfield, IN",30309,1 
"46171","Reelsville, IN",1695,1 
"46172","Roachdale, IN",2427,1 
"46173","Rushville, IN",11190,1 
"46175","Russellville, IN",597,1 
"46176","Shelbyville, IN",27816,1 
"46180","Stilesville, IN",1028,1 
"46181","Trafalgar, IN",4832,1 
"46182","Waldron, IN",1927,1 
"46183","West Newton, IN (PO Boxes)",82,1 
"46184","New Whiteland, IN",11806,1 
"46186","Wilkinson, IN",1753,1 
"46201","Indianapolis city, IN",30962,1 
"46202","Indianapolis city, IN",16335,1 
"46203","Indianapolis city, IN",38950,1 
"46204","Indianapolis city, IN",5125,1 
"46205","Indianapolis city, IN",25356,1 
"46208","Indianapolis city, IN",22239,1 
"46214","Indianapolis city, IN",24306,1 
"46216","Lawrence, IN",1697,1 
"46217","Indianapolis city, IN",29358,1 
"46218","Indianapolis city, IN",29028,1 
"46219","Indianapolis city, IN",33930,1 
"46220","Indianapolis city, IN",34830,1 
"46221","Indianapolis city, IN",26393,1 
"46222","Indianapolis city, IN",34044,1 
"46224","Indianapolis city, IN",35094,1 
"46225","Indianapolis city, IN",7319,1 
"46226","Indianapolis city, IN",43904,1 
"46227","Indianapolis city, IN",57086,1 
"46228","Indianapolis city, IN",14755,1 
"46229","Indianapolis city, IN",27262,1 
"46231","Indianapolis city, IN",10440,1 
"46234","Indianapolis city, IN",24810,1 
"46235","Indianapolis city, IN",30825,1 
"46236","Lawrence, IN",27294,1 
"46237","Indianapolis city, IN",39624,1 
"46239","Indianapolis city, IN",25345,1 
"46240","Indianapolis city, IN",18731,1 
"46241","Indianapolis city, IN",30670,1 
"46250","Indianapolis city, IN",18546,1 
"46254","Indianapolis city, IN",38095,1 
"46256","Indianapolis city, IN",23647,1 
"46259","Indianapolis city, IN",11617,1 
"46260","Indianapolis city, IN",32406,1 
"46268","Indianapolis city, IN",24965,1 
"46278","Indianapolis city, IN",8197,1 
"46280","Indianapolis, IN",6793,1 
"46290","Carmel, IN",170,1 
"46301","Beverly Shores, IN",669,1 
"46303","Cedar Lake, IN",14170,1 
"46304","Chesterton, IN",24207,1 
"46307","Crown Point, IN",60619,1 
"46310","Demotte, IN",13565,1 
"46311","Dyer, IN",20816,1 
"46312","East Chicago, IN",29698,1 
"46319","Griffith, IN",18404,1 
"46320","Hammond, IN",15508,1 
"46321","Munster, IN",23603,1 
"46322","Highland, IN",23727,1 
"46323","Hammond, IN",22743,1 
"46324","Hammond, IN",23165,1 
"46327","Hammond, IN",12153,1 
"46340","Hanna, IN",1068,1 
"46341","Hebron, IN",10426,1 
"46342","Hobart, IN",31244,1 
"46345","Kingsbury, IN",249,1 
"46346","Kingsford Heights, IN",1423,1 
"46347","Kouts, IN",4760,1 
"46348","La Crosse, IN",1045,1 
"46349","Lake Village, IN",3336,1 
"46350","La Porte, IN",43650,1 
"46356","Lowell, IN",17524,1 
"46360","Michigan City, IN",43625,1 
"46365","Mill Creek, IN",1068,1 
"46366","North Judson, IN",5791,1 
"46368","Portage, IN",38691,1 
"46371","Rolling Prairie, IN",3599,1 
"46373","St. John, IN",13859,1 
"46374","San Pierre, IN",1012,1 
"46375","Schererville, IN",23820,1 
"46376","Schneider, IN",398,1 
"46377","Shelby, IN",386,1 
"46379","Sumava Resorts, IN (PO Boxes)",202,1 
"46381","Thayer, IN (PO Boxes)",235,1 
"46382","Union Mills, IN",2108,1 
"46383","Valparaiso, IN",39687,1 
"46385","Valparaiso, IN",38866,1 
"46390","Wanatah, IN",2796,1 
"46391","Westville, IN",9726,1 
"46392","Wheatfield, IN",7957,1 
"46393","Wheeler, IN",399,1 
"46394","Hammond, IN",12258,1 
"46402","Gary, IN",6726,1 
"46403","Gary, IN",12601,1 
"46404","Gary, IN",17326,1 
"46405","Lake Station, IN",11746,1 
"46406","Gary, IN",9900,1 
"46407","Gary, IN",12656,1 
"46408","Gary, IN",17030,1 
"46409","Gary, IN",8932,1 
"46410","Merrillville, IN",38340,1 
"46501","Argos, IN",3856,1 
"46502","Atwood, IN (PO Boxes)",115,1 
"46504","Bourbon, IN",3413,1 
"46506","Bremen, IN",10070,1 
"46507","Bristol, IN",9128,1 
"46508","Burket, IN",217,1 
"46510","Claypool, IN",3631,1 
"46511","Culver, IN",4435,1 
"46514","Elkhart, IN",40263,1 
"46516","Elkhart, IN",33501,1 
"46517","Elkhart, IN",23764,1 
"46524","Etna Green, IN",2326,1 
"46526","Goshen, IN",30671,1 
"46528","Goshen, IN",26104,1 
"46530","Granger, IN",30614,1 
"46531","Grovertown, IN",1458,1 
"46532","Hamlet, IN",1905,1 
"46534","Knox, IN",11263,1 
"46536","Lakeville, IN",3445,1 
"46537","La Paz, IN",433,1 
"46538","Leesburg, IN",3867,1 
"46539","Mentone, IN",2298,1 
"46540","Middlebury, IN",11702,1 
"46542","Milford, IN",4198,1 
"46543","Millersburg, IN",3654,1 
"46544","Mishawaka, IN",30759,1 
"46545","Mishawaka, IN",25082,1 
"46550","Nappanee, IN",12311,1 
"46552","New Carlisle, IN",6834,1 
"46553","New Paris, IN",3428,1 
"46554","North Liberty, IN",4942,1 
"46555","North Webster, IN",2835,1 
"46556","Notre Dame, IN",7314,1 
"46561","Osceola, IN",13343,1 
"46562","Pierceton, IN",4788,1 
"46563","Plymouth, IN",23599,1 
"46565","Shipshewana, IN",7950,1 
"46567","Syracuse, IN",9405,1 
"46570","Tippecanoe, IN",1060,1 
"46571","Topeka, IN",5532,1 
"46573","Wakarusa, IN",3565,1 
"46574","Walkerton, IN",8339,1 
"46580","Warsaw, IN",21338,1 
"46582","Warsaw, IN",12378,1 
"46590","Winona Lake, IN",4908,1 
"46595","Wyatt, IN (PO Boxes)",163,1 
"46601","South Bend, IN",6090,1 
"46613","South Bend, IN",10893,1 
"46614","South Bend, IN",29573,1 
"46615","South Bend, IN",14609,1 
"46616","South Bend, IN",5667,1 
"46617","South Bend, IN",9601,1 
"46619","South Bend, IN",21408,1 
"46628","South Bend, IN",25650,1 
"46635","Granger, IN",6654,1 
"46637","South Bend, IN",15314,1 
"46701","Albion, IN",7979,1 
"46702","Andrews, IN",2304,1 
"46703","Angola, IN",18029,1 
"46704","Arcola, IN (PO Boxes)",60,1 
"46705","Ashley, IN",1583,1 
"46706","Auburn, IN",18630,1 
"46710","Avilla, IN",4679,1 
"46711","Berne, IN",7698,1 
"46714","Bluffton, IN",14645,1 
"46721","Butler, IN",5058,1 
"46723","Churubusco, IN",7692,1 
"46725","Columbia City, IN",23080,1 
"46730","Corunna, IN",1381,1 
"46731","Craigville, IN",559,1 
"46732","Cromwell, IN",3169,1 
"46733","Decatur, IN",18777,1 
"46737","Fremont, IN",7068,1 
"46738","Garrett, IN",7918,1 
"46740","Geneva, IN",4060,1 
"46741","Grabill, IN",4647,1 
"46742","Hamilton, IN",3488,1 
"46743","Harlan, IN",1971,1 
"46745","Hoagland, IN",1841,1 
"46746","Howe, IN",4036,1 
"46747","Hudson, IN",2693,1 
"46748","Huntertown, IN",5134,1 
"46750","Huntington, IN",27221,1 
"46755","Kendallville, IN",15062,1 
"46759","Keystone, IN",652,1 
"46760","Kimmell, IN",1382,1 
"46761","Lagrange, IN",12039,1 
"46763","Laotto, IN",1631,1 
"46764","Larwill, IN",1497,1 
"46765","Leo-Cedarville, IN",5341,1 
"46766","Liberty Center, IN",685,1 
"46767","Ligonier, IN",8564,1 
"46770","Markle, IN",2716,1 
"46771","Mongo, IN (PO Boxes)",105,1 
"46772","Monroe, IN",3411,1 
"46773","Monroeville, IN",3662,1 
"46774","New Haven, IN",16008,1 
"46776","Orland, IN",1484,1 
"46777","Ossian, IN",6259,1 
"46779","Pleasant Lake, IN",2166,1 
"46781","Poneto, IN",793,1 
"46783","Roanoke, IN",6396,1 
"46784","Rome City, IN",2236,1 
"46785","Saint Joe, IN",1542,1 
"46786","South Milford, IN (PO Boxes)",102,1 
"46787","South Whitley, IN",3893,1 
"46788","Spencerville, IN",3260,1 
"46791","Uniondale, IN",918,1 
"46792","Warren, IN",3499,1 
"46793","Waterloo, IN",4292,1 
"46794","Wawaka, IN",1587,1 
"46795","Wolcottville, IN",5608,1 
"46797","Woodburn, IN",3957,1 
"46798","Yoder, IN",1661,1 
"46799","Zanesville, IN",212,1 
"46802","Fort Wayne, IN",11086,1 
"46803","Fort Wayne, IN",9758,1 
"46804","Fort Wayne, IN",27245,1 
"46805","Fort Wayne, IN",21306,1 
"46806","Fort Wayne, IN",23560,1 
"46807","Fort Wayne, IN",16072,1 
"46808","Fort Wayne, IN",19309,1 
"46809","Fort Wayne, IN",8947,1 
"46814","Fort Wayne, IN",12281,1 
"46815","Fort Wayne, IN",26522,1 
"46816","Fort Wayne, IN",18116,1 
"46818","Fort Wayne, IN",18790,1 
"46819","Fort Wayne, IN",8765,1 
"46825","Fort Wayne, IN",27931,1 
"46835","Fort Wayne, IN",33604,1 
"46845","Fort Wayne, IN",22117,1 
"46901","Kokomo, IN",37633,1 
"46902","Kokomo, IN",35697,1 
"46910","Akron, IN",3360,1 
"46911","Amboy, IN",1439,1 
"46913","Bringhurst, IN",1329,1 
"46914","Grissom AFB, IN",4908,1 
"46915","Burlington, IN",679,1 
"46917","Camden, IN",1853,1 
"46919","Converse, IN",2390,1 
"46920","Cutler, IN",1045,1 
"46922","Delong, IN (PO Boxes)",61,1 
"46923","Delphi, IN",8048,1 
"46926","Denver, IN",1708,1 
"46928","Fairmount, IN",4951,1 
"46929","Flora, IN",3214,1 
"46930","Fowlerton, IN",133,1 
"46931","Fulton, IN",188,1 
"46932","Galveston, IN",3448,1 
"46933","Gas City, IN",6414,1 
"46936","Greentown, IN",5922,1 
"46938","Jonesboro, IN",3200,1 
"46939","Kewanna, IN",2101,1 
"46940","La Fontaine, IN",2548,1 
"46941","Lagro, IN",1125,1 
"46943","Laketon, IN",247,1 
"46946","Liberty Mills, IN (PO Boxes)",136,1 
"46947","Logansport, IN",28866,1 
"46950","Lucerne, IN",643,1 
"46951","Macy, IN",2170,1 
"46952","Marion, IN",20308,1 
"46953","Marion, IN",24177,1 
"46957","Matthews, IN",558,1 
"46958","Mexico, IN",460,1 
"46959","Miami, IN (PO Boxes)",231,1 
"46960","Monterey, IN",1218,1 
"46961","New Waverly, IN (PO Boxes)",99,1 
"46962","North Manchester, IN",9728,1 
"46967","Onward, IN",98,1 
"46968","Ora, IN (PO Boxes)",73,1 
"46970","Peru, IN",23766,1 
"46974","Roann, IN",1699,1 
"46975","Rochester, IN",14691,1 
"46978","Royal Center, IN",2059,1 
"46979","Russiaville, IN",4733,1 
"46982","Silver Lake, IN",2573,1 
"46984","Somerset, IN",224,1 
"46985","Star City, IN",1441,1 
"46986","Swayzee, IN",1915,1 
"46987","Sweetser, IN",776,1 
"46988","Twelve Mile, IN",823,1 
"46989","Upland, IN",5195,1 
"46990","Urbana, IN",801,1 
"46991","Van Buren, IN",1797,1 
"46992","Wabash, IN",16759,1 
"46994","Walton, IN",2684,1 
"46996","Winamac, IN",7139,1 
"46998","Young America, IN (PO Boxes)",112,1 
"47001","Aurora, IN",10422,1 
"47003","West College Corner, IN",1040,1 
"47006","Batesville, IN",11727,1 
"47010","Bath, IN",306,1 
"47011","Bennington, IN",1277,1 
"47012","Brookville, IN",10188,1 
"47016","Cedar Grove, IN",793,1 
"47017","Cross Plains, IN",507,1 
"47018","Dillsboro, IN",4275,1 
"47020","Florence, IN",1309,1 
"47022","Guilford, IN",3358,1 
